言語,Excel行,番号,単語,翻訳
ミャンマー語,317,20,,အန္တရာယ်ကင််းသည်ဲ့ သလျှာက်လမ််းသကကာင််း
ミャンマー語,321,1,,၃  ုဆက်ညြှပ်
ミャンマー語,322,2,,သရွွဲ့လ ာ်းစက် ါ်းပတ် (Belt conveyor)
ミャンマー語,323,3,,သစ်သာ်းတူအကက ်းစာ်း
ミャンマー語,324,4,,သခမဖှိစက် (Rammer)
ミャンマー語,325,5,,လ ည်ဲ့၍ရသသာ ညြှပ် (Adjustable/Movable clamp)
ミャンマー語,326,6,,ဖမ််းညြှပ်ကှိရှိယာ (Catch clamp)
ミャンマー語,327,7,,မ   ရာတွင်သု ်းသသာ ညြှပ်
ミャンマー語,331,8,,ရုှိက်သထာင်ဲ့မ န်က သသာ ညြှပ် (Orthogonal clamp)
ミャンマー語,332,9,, ှိ တ်သကာက်
ミャンマー語,333,10,,အသခဖာင်ဲ့ တ်ကွင််း (Straight shackle)
ミャンマー語,334,11,,စက်သ ်း
ミャンマー語,335,12,,ဝန်   စက် (ကရှိန််း)
ミャンマー語,336,13,,သရွွဲ့လ ာ်းန္ှိုင်သည်ဲ့ကရှိန််း
ミャンマー語,337,14,,ကရှိန််းခဖင်ဲ့ပစစည််းခပန်   ှိ န် တွင်ဆွ ယူရန်ကကှိြုံ်း
ミャンマー語,338,15,,ခငမ််းအတွင််းရှိ သလ ကာ်း
ミャンマー語,339,16,,တသစာင််းအာ်းခဖည်ဲ့ထည်ဲ့ သွင််းထာ်းသသာသစ်သာ်း တန််းအာ်း ကုတ်ထာ်းသည်ဲ့ တွယ်ဆက် ပင်ငုတ်
ミャンマー語,343,17,,"သအာက်သခ အမ တ်အဆ က်
(Leg column joint)"
ミャンマー語,344,18,,တွယ်ဆက်ပင်ငုတ် (Connecting pin)
ミャンマー語,345,19,,တွယ်ဆက်သတတ ြုံခပာ်း (Joint metal fittings)
ミャンマー語,346,20,,"လ ဗာ
ေသလာက်(စက်သ ်း) (Lever block)"
ミャンマー語,347,21,,လျှပ်စစ်လ  (မာရုန္ှိုကဲ့ုှိ)
ミャンマー語,348,22,, ွရ င် (Monkey spanner)
ミャンマー語,349,23,,လု ခ  ြုံသရ်း ါ်းပတ်ကကှိြုံ်းကုှိ ှိ တ်ဆွ သည်ဲ့ကကှိြုံ်းကှို သထာက်  သည်ဲ့တှိုင်
ミャンマー語,350,24,,အထှိန််း အသထာက်
ミャンマー語,351,25,,လုပ်ငန််း ွင်သု ်းသလ ကာ်း
ミャンマー語,355,1,,"လု ခ  ြုံသရ်း ါ်းပတ်ကကှိြုံ်းကုှိ
 ှိ တ်ဆွ ယူသည်ဲ့ကကှိြုံ်း"
ミャンマー語,356,2,,အသင်ဲ့သု ်းခငမ််းသောင်
ミャンマー語,357,3,,ဆန် ါကွက်(ပှိုက်ကွက်) အ င််းခပာ်း
ミャンマー語,358,4,,အသ ကာသောင်ခပာ်း
ミャンマー語,359,5,,ခပြုံတ်က လာသည်ဲ့ပစစည််းကှို ဖမ််း  သပ်းသည်ဲ့အ  
ミャンマー語,360,6,,ဓာတ်အာ်းလှိုင််းကကှိြုံ်း
ミャンマー語,361,7,,ကကမ််းခပင်အစွန််းမ သထာင်ထာ်းသသာအခပာ်း (ယာယ ခငမ််း)
ミャンマー語,362,8,,ပှိုက်လု ်း
ミャンマー語,366,9,,သ ါက်သလ ကာ်း
ミャンマー語,367,10,,လုပ်ငန််းလှုပ်ရ ာ်းသနသည်ဲ့ အ  င််းဝက်
ミャンマー語,368,11,,သရ ွဲ့သခပ်းယာယ တပ်ဆင်သ ည်ဲ့မူလ 
ミャンマー語,369,12,,ခပန်လည် ှိ န်ညှိြှခ င််း/ခပင်ဆ င်ခ င််း
ミャンマー語,370,13,,မ က်န္ ာခပင်န္ စ် ုအကကာ်းအ လပ်မရှိ ထှိကပ်သနခ င််း
ミャンマー語,371,14,,စစ်သဆ်းရမည်ဲ့အ  က်မ ာ်း
ミャンマー語,372,15,,တင်သဆာင်န္ှိုင်သည်ဲ့ကုန်အ သလ်း ှိ န်
ミャンマー語,373,16,,ကကာ်းလပ်သနသည်ဲ့သနရာ
ミャンマー語,374,17,,သခဖာင်ဲ့မသခဖာင်ဲ့ကကည်ဲ့သည်
ミャンマー語,378,18,,သပါင််းစပ်တည်သဆာက်ခ င််း/ ဆင်ခ င််း
ミャンマー語,379,19,,ရှုပ်သထွ်းသသာအစှိတ်အပှိုင််း မ ာ်းကုှိသခမသပေါ်တွင်ယာယ တပ်ဆင်ခ င််း
ミャンマー語,380,20,,ကွန်ကရစ်မ က်န္ ာခပင်တွင် စှိုက်ထာ်းသသာ သ သ  ာင််း
ミャンマー語,381,21,,"ပစစည််းမ ာ်း သယ်မ ှိ န်တွင် ခပြုံတ်မက သစရန်ကကှိြုံ်းခဖင်ဲ့
  ည်ခ င််း"
ミャンマー語,382,22,,အ  က်ခပခ င််း
ミャンマー語,383,23,,ပု သသသတ်မ တ်အသလ်း ှိ န်
ミャンマー語,384,24,,(သခမမ က်န္ ာခပင်န္ င်ဲ့) သထာင်ဲ့မ န်က ခ င််း
ミャンマー語,385,25,,လုပ်ငန််း ွင်လမ််းည န် ကက ်းကကပ်သူ
ミャンマー語,389,1,,လု ခ  ြုံသရ်းကာဗာအဖု ်း
ミャンマー語,390,2,,လု ခ  ြုံသရ်း ါ်းပတ်ကကှိြုံ်း
ミャンマー語,391,3,,ကွန်ကရစ်ထ တွင်ခမြုံပ်ထည်ဲ့ ထာ်းသသာ သ ထည် အစှိတ်အပှိုင််း
ミャンマー語,392,4,,ကကာ်း  ခပာ်း
ミャンマー語,393,5,,သ တုှိင်၊သ သ  ာင််း
ミャンマー語,394,6,,ပလတ်သပါက်မ ာ်းပါသသာ ဓာတ်ကကှိြုံ်းရစ်လု ်း (ဒရမ်)
ミャンマー語,395,7,,လျှပ်စစ်လ အဝှိုင််း
ミャンマー語,396,8,,အလု ပှိတ်ရန်သု ်းသသာ သရာ်ောကွင််း
ミャンマー語,397,9,,သ ော်းသ  ာင််းအသသ်း
ミャンマー語,401,10,,သ ော်းသ  ာင််းအကက ်း
ミャンマー語,402,11,,အလ ဆင် အထပ်သာ်းခပာ်း
ミャンマー語,403,12,,ရုှိ်းရုှိ်းအထပ်သာ်းခပာ်း
ミャンマー語,404,13,,သဖာဲ့ခပာ်း (Styrofoam)
ミャンマー語,405,14,,ပု စ  ွက်သောင်၏ သထာင်ဲ့တွင်ထည်ဲ့သသာ သု ်းသခမြှာင်ပု အစှိတ်အပှိုင််း
ミャンマー語,406,15,,လျှပ်စစ်တုန် ါ စက်ကှိရှိယာ
ミャンマー語,407,16,, ွာသဆ်း
ミャンマー語,408,17,,သလ ကာ်း စသည်တုှိဲ့၏ သဒါင်လုှိက်အခပာ်း
ミャンマー語,409,18,,ကွန်ကရစ်တွင် သခမာင််းသဖာ်ရန် ထည်ဲ့သသာ အသ  ာင််း
ミャンマー語,410,19,,ကွန်ကရစ်
ミャンマー語,414,20,,အလ ာ်းတုှိင််းသည်ဲ့ သ သပတ အလှိပ်
ミャンマー語,415,21,,လုပ်ငန််း ွင်သု ်းလက်အှိပ်
ミャンマー語,416,22,,သ သပတ သထာင်ဲ့မ န် အသကာက်
ミャンマー語,417,23,,သရခပင်ည တုှိင််းသည်ဲ့ ကှိရှိယာ
ミャンマー語,418,24,,"သစ်သာ်းတွင်
အမ တ်အသာ်း သရ်းခ စ်ရန် သု ်းသသာ ဝါ်း ျွန်ခပာ်း"
ミャンマー語,419,25,,မင်အနက် ထည်ဲ့သသာ သစ်သာ်းအုှိ်း
ミャンマー語,423,1,,"ပု စ  ွက်သောင်တပ်ဆင်ရာ တွင် သတ်မ တ်ထာ်းသသာ အက ယ်ကုှိ မ န်ကန်စွာ ထှိန််းရန် သု ်းသသာ
သတတ ြုံသ  ာင််း"
ミャンマー語,424,2,,ကွန်ကရစ်မ က်န္ ာခပင်တွင် စှိုက်ထာ်းသသာ သ သ  ာင််း
ミャンマー語,425,3,,သန်ဲ့ရ င််းသရ်း
ミャンマー語,426,4,,ကွန်ကရစ်သလာင််း ှိ န်တွင် ပု စ  ွက်သောင်ကုှိ သထာက်ကန်သည်ဲ့ လုပ်ငန််း
ミャンマー語,427,5,,သအာက်  ကွန်ကရစ်တွင် သဒါင်လုှိက်စှိုက်ထာ်းသသာ သ တှိုင်ပတ်လည်၌ ဆင်သသာသောင်
ミャンマー語,428,6,,"ရုှိက်ထာ်းသသာ သ သ  ာင််းမ ာ်းကှို
ခပန်န္ှုတ်သှိမ််းဆည််းခ င််း"
ミャンマー語,429,7,,ကကမ််းခပင်ခပာ်း
ミャンマー語,430,8,,အခမင်ဲ့
ミャンマー語,431,9,,သဒါင်လုှိက် တပ်ဆင်ခ င််း
ミャンマー語,435,10,,ခပန်ခပင်ခ င််း
ミャンマー語,436,11,,သလ ကာ်းတစ်ဆင်ဲ့၏ အခမင်ဲ့
ミャンマー語,437,12,,သလ ကာ်း၏ သခ နင််းအက ယ်
ミャンマー語,438,13,,ကှိရှိယာမ ာ်းကှို ခပြုံခပင်ထှိန််းသှိမ််းခ င််း
ミャンマー語,439,14,, ှိ န်သ ်း
ミャンマー語,440,15,,ကကမ််းခပင် စသည်တှိုဲ့တွင် ခ စ်မ တ်ထာ်းသသာ မင်
ミャンマー語,441,16,,သခမသာ်းသပေါ်တွင်သရ ်းဥ ်းစွာ သလာင််းသသာ ကွန်ကရစ်အလ ာ
ミャンマー語,442,17,,ကျွ ထွက်သနခ င််း
ミャンマー語,443,18,,သဖာင််းကကခ င််း
ミャンマー語,447,19,,သရ ွဲ့မ က်န္ ာခပင်
ミャンマー語,448,20,,ပပ ်းသွာ်းသသာအပှိုင််းမ ာ်းကှို ထှိ ှိုက်မှုမရှိ သစရန် ထှိန််းသှိမ််းခ င််း
ミャンマー語,449,21,,အနှိမ်ဲ့အခမင်ဲ့၊ သရခပင်ည 
ミャンマー語,450,22,, ွ သဝသတ်မ တ်ခ င််း
ミャンマー語,451,23,,ခမြှြုံပ်ထာ်းသသာ သ ထည်ပစစည််း
ミャンマー語,452,24,,ပဖှိြုံဖ က်သည်
ミャンマー語,453,25,,သ သ  ာင််းကှိုအုပ်သည်ဲ့ ကွန်ကရစ်၏ အထူ
ミャンマー語,457,1,,ပု သဏ္ဍာန်မတူည သည်ဲ့ သ သ  ာင််းမ ာ်း
ミャンマー語,458,2,,တွ   ည်သည်ဲ့ကကှိြုံ်း
ミャンマー語,459,3,,  ည်သန္ ာင်သည်ဲ့ကှိရှိယာ
ミャンマー語,460,4,,သ သ  ာင််းခဖတ်စက်
ミャンマー語,461,5,,သ သ  ာင််းသကွ်းစက်
ミャンマー語,462,6,,သ သ  ာင််းအဖ ာ်းရှိ သကွ်းထာ်းသည်ဲ့အပှိုင််း
ミャンマー語,463,7,,ကာကွယ်သရ်းဥ ်းထုပ် (Helmet)
ミャンマー語,464,8,,ကွန်ကရစ်မ အစွန််းထွက်သ သ  ာင််း
ミャンマー語,465,9,,အလုပ်ရု 
ミャンマー語,469,10,,ကွန်ကရစ်သလာင််း ှိ န် သ သ  ာင််းမလှုပ်ရန်န္ င်ဲ့ သ သ  ာင််း၏ ကွန်ကရစ် အတွင််းရှိ  အနက်ကှို ထှိန််းရန် သု ်းသည်ဲ့ပစစည််း
ミャンマー語,470,11,,"သ သ  ာင််း၏ ကွန်ကရစ် အတွင််းရှိ  အနက်ကုှိ ထှိန််းရန် သ သ  ာင််းတွင်
တပ်သည်ဲ့ ပလပ်စတစ်ခပာ်း"
ミャンマー語,471,12,,သ ကူကွန်ကရစ် တည်သဆာက်ရန်ပု 
ミャンマー語,472,13,,သ ကူကွန်ကရစ် တည်သဆာက်ခ င််း အသသ်းစှိတ်ပု 
ミャンマー語,473,14,,အသပါက် အာ်းကူသ သ  ာင််း
ミャンマー語,474,15,,"သ သောင်၏အက ယ် ပငှိမ်သစရန် ကန်ဲ့လန်ဲ့
  ထာ်းသည်ဲ့ သ သ  ာင််း"
ミャンマー語,475,16,,(ကွန်ကရစ်တွင်) အစွန််းထွက်သ သ  ာင််းကှို စှိုက်သွင််းခ င််း
ミャンマー語,476,17,,သကာ်လ တုှိင် အဓှိကသ တှိုင်
ミャンマー語,477,18,,သကာ်လ တှိုင်အာ်း သထာက်ကန်သပ်းသည်ဲ့ သ သ  ာင််း
